name,images
STRIPED JACQUARD T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/0722/405/700/2/w/1920/0722405700_1_1_1.jpg?ts=1707216676102', 'https://static.zara.net/photos///2024/V/0/2/p/0722/405/700/2/w/1920/0722405700_2_1_1.jpg?ts=1707216677004', 'https://static.zara.net/photos///2024/V/0/2/p/0722/405/700/2/w/1920/0722405700_2_2_1.jpg?ts=1707216677770', 'https://static.zara.net/photos///2024/V/0/2/p/0722/405/700/2/w/1920/0722405700_2_3_1.jpg?ts=1707216677697', 'https://static.zara.net/photos///2024/V/0/2/p/0722/405/700/2/w/1920/0722405700_2_4_1.jpg?ts=1707216680325', 'https://static.zara.net/photos///2024/V/0/2/p/0722/405/700/2/w/1920/0722405700_6_1_1.jpg?ts=1704457776708', 'https://static.zara.net/photos///2024/V/0/2/p/0722/405/700/2/w/1920/0722405700_6_2_1.jpg?ts=1704457777013', 'https://static.zara.net/photos///2024/V/0/2/p/0722/405/700/2/w/1920/0722405700_6_3_1.jpg?ts=1704457777217']"
TEXTURED T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_1_1_1.jpg?ts=1706025460377', 'https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_2_1_1.jpg?ts=1706025462367', 'https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_2_2_1.jpg?ts=1706025464144', 'https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_2_3_1.jpg?ts=1706025460224', 'https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_2_4_1.jpg?ts=1706025463319', 'https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_2_5_1.jpg?ts=1706025466693', 'https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_2_6_1.jpg?ts=1706025463524', 'https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_6_1_1.jpg?ts=1706009167531', 'https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_6_2_1.jpg?ts=1706009167114', 'https://static.zara.net/photos///2024/V/0/2/p/1198/403/712/2/w/1920/1198403712_6_3_1.jpg?ts=1706009168567']"
VINTAGE EFFECT RIB T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/0977/407/811/2/w/1920/0977407811_1_1_1.jpg?ts=1706260451261', 'https://static.zara.net/photos///2024/V/0/2/p/0977/407/811/2/w/1920/0977407811_2_1_1.jpg?ts=1706260453351', 'https://static.zara.net/photos///2024/V/0/2/p/0977/407/811/2/w/1920/0977407811_2_2_1.jpg?ts=1706260453570', 'https://static.zara.net/photos///2024/V/0/2/p/0977/407/811/2/w/1920/0977407811_2_3_1.jpg?ts=1706260451079', 'https://static.zara.net/photos///2024/V/0/2/p/0977/407/811/2/w/1920/0977407811_6_1_1.jpg?ts=1706009167542', 'https://static.zara.net/photos///2024/V/0/2/p/0977/407/811/2/w/1920/0977407811_6_2_1.jpg?ts=1706009167511', 'https://static.zara.net/photos///2024/V/0/2/p/0977/407/811/2/w/1920/0977407811_6_3_1.jpg?ts=1706009168374']"
TEXT PRINT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/5584/413/250/2/w/1920/5584413250_6_1_1.jpg?ts=1707295786513', 'https://static.zara.net/photos///2024/V/0/2/p/5584/413/250/2/w/1920/5584413250_6_2_1.jpg?ts=1707295790027', 'https://static.zara.net/photos///2024/V/0/2/p/5584/413/250/2/w/1920/5584413250_6_3_1.jpg?ts=1707295790601']"
TEXT PRINT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/1259/400/710/2/w/1920/1259400710_1_1_1.jpg?ts=1700044869858', 'https://static.zara.net/photos///2024/V/0/2/p/1259/400/710/2/w/1920/1259400710_2_1_1.jpg?ts=1700044876448', 'https://static.zara.net/photos///2024/V/0/2/p/1259/400/710/2/w/1920/1259400710_2_2_1.jpg?ts=1700044872635', 'https://static.zara.net/photos///2024/V/0/2/p/1259/400/710/2/w/1920/1259400710_2_3_1.jpg?ts=1700044876859', 'https://static.zara.net/photos///2024/V/0/2/p/1259/400/710/2/w/1920/1259400710_2_4_1.jpg?ts=1700044877775', 'https://static.zara.net/photos///2024/V/0/2/p/1259/400/710/2/w/1920/1259400710_6_1_1.jpg?ts=1699950923252', 'https://static.zara.net/photos///2024/V/0/2/p/1259/400/710/2/w/1920/1259400710_6_2_1.jpg?ts=1699950923440', 'https://static.zara.net/photos///2024/V/0/2/p/1259/400/710/2/w/1920/1259400710_6_3_1.jpg?ts=1699950924525']"
COMBINATION PRINT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/0962/358/802/2/w/1920/0962358802_1_1_1.jpg?ts=1701248442368', 'https://static.zara.net/photos///2024/V/0/2/p/0962/358/802/2/w/1920/0962358802_2_1_1.jpg?ts=1701248445061', 'https://static.zara.net/photos///2024/V/0/2/p/0962/358/802/2/w/1920/0962358802_2_2_1.jpg?ts=1701248445295', 'https://static.zara.net/photos///2024/V/0/2/p/0962/358/802/2/w/1920/0962358802_2_3_1.jpg?ts=1701248440677', 'https://static.zara.net/photos///2024/V/0/2/p/0962/358/802/2/w/1920/0962358802_2_4_1.jpg?ts=1701248448819', 'https://static.zara.net/photos///2024/V/0/2/p/0962/358/802/2/w/1920/0962358802_2_5_1.jpg?ts=1701248448728', 'https://static.zara.net/photos///2024/V/0/2/p/0962/358/802/2/w/1920/0962358802_6_1_1.jpg?ts=1701085147323', 'https://static.zara.net/photos///2024/V/0/2/p/0962/358/802/2/w/1920/0962358802_6_2_1.jpg?ts=1701085148145', 'https://static.zara.net/photos///2024/V/0/2/p/0962/358/802/2/w/1920/0962358802_6_3_1.jpg?ts=1701085148616']"
COMBINATION PRINT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/1165/408/251/2/w/1920/1165408251_1_1_1.jpg?ts=1701364574024', 'https://static.zara.net/photos///2024/V/0/2/p/1165/408/251/2/w/1920/1165408251_2_1_1.jpg?ts=1701364573749', 'https://static.zara.net/photos///2024/V/0/2/p/1165/408/251/2/w/1920/1165408251_2_2_1.jpg?ts=1701364573792', 'https://static.zara.net/photos///2024/V/0/2/p/1165/408/251/2/w/1920/1165408251_2_3_1.jpg?ts=1701364573446', 'https://static.zara.net/photos///2024/V/0/2/p/1165/408/251/2/w/1920/1165408251_2_4_1.jpg?ts=1701364574317', 'https://static.zara.net/photos///2024/V/0/2/p/1165/408/251/2/w/1920/1165408251_2_5_1.jpg?ts=1701364574138', 'https://static.zara.net/photos///2024/V/0/2/p/1165/408/251/2/w/1920/1165408251_6_1_1.jpg?ts=1701355302491', 'https://static.zara.net/photos///2024/V/0/2/p/1165/408/251/2/w/1920/1165408251_6_2_1.jpg?ts=1701355304551', 'https://static.zara.net/photos///2024/V/0/2/p/1165/408/251/2/w/1920/1165408251_6_3_1.jpg?ts=1701355303328']"
SOFT REGULAR FIT T-SHIRT,"['https://static.zara.net/photos///2023/I/0/2/p/1501/550/714/2/w/1920/1501550714_1_1_1.jpg?ts=1694591486065', 'https://static.zara.net/photos///2023/I/0/2/p/1501/550/714/2/w/1920/1501550714_2_1_1.jpg?ts=1694591489765', 'https://static.zara.net/photos///2023/I/0/2/p/1501/550/714/2/w/1920/1501550714_2_3_1.jpg?ts=1694591161438', 'https://static.zara.net/photos///2023/I/0/2/p/1501/550/714/2/w/1920/1501550714_2_4_1.jpg?ts=1694591490360', 'https://static.zara.net/photos///2023/I/0/2/p/1501/550/714/2/w/1920/1501550714_6_1_1.jpg?ts=1694080152723', 'https://static.zara.net/photos///2023/I/0/2/p/1501/550/714/2/w/1920/1501550714_6_2_1.jpg?ts=1694080147366', 'https://static.zara.net/photos///2023/I/0/2/p/1501/550/714/2/w/1920/1501550714_6_3_1.jpg?ts=1694080168264']"
TEXT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_1_1_1.jpg?ts=1706025463781', 'https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_2_1_1.jpg?ts=1706873792230', 'https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_2_2_1.jpg?ts=1706025466148', 'https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_2_3_1.jpg?ts=1706025461269', 'https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_2_4_1.jpg?ts=1706025466390', 'https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_2_5_1.jpg?ts=1706025462839', 'https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_2_6_1.jpg?ts=1706025466177', 'https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_6_1_1.jpg?ts=1706009167758', 'https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_6_2_1.jpg?ts=1706009167965', 'https://static.zara.net/photos///2024/V/0/2/p/1165/413/427/2/w/1920/1165413427_6_3_1.jpg?ts=1706009169004']"
TEXTURED T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/4087/450/251/2/w/1920/4087450251_1_1_1.jpg?ts=1706701227644', 'https://static.zara.net/photos///2024/V/0/2/p/4087/450/251/2/w/1920/4087450251_2_1_1.jpg?ts=1706701230334', 'https://static.zara.net/photos///2024/V/0/2/p/4087/450/251/2/w/1920/4087450251_2_2_1.jpg?ts=1706701228742', 'https://static.zara.net/photos///2024/V/0/2/p/4087/450/251/2/w/1920/4087450251_2_3_1.jpg?ts=1706701227611', 'https://static.zara.net/photos///2024/V/0/2/p/4087/450/251/2/w/1920/4087450251_2_4_1.jpg?ts=1706701232236', 'https://static.zara.net/photos///2024/V/0/2/p/4087/450/251/2/w/1920/4087450251_2_5_1.jpg?ts=1706701231347', 'https://static.zara.net/photos///2024/V/0/2/p/4087/450/251/2/w/1920/4087450251_6_1_1.jpg?ts=1706531586566', 'https://static.zara.net/photos///2024/V/0/2/p/4087/450/251/2/w/1920/4087450251_6_2_1.jpg?ts=1706531586580', 'https://static.zara.net/photos///2024/V/0/2/p/4087/450/251/2/w/1920/4087450251_6_3_1.jpg?ts=1706531587113']"
STRUCTURED WORKOUT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/4387/403/811/2/w/1920/4387403811_6_1_1.jpg?ts=1707316404918', 'https://static.zara.net/photos///2024/V/0/2/p/4387/403/811/2/w/1920/4387403811_6_2_1.jpg?ts=1707316405217', 'https://static.zara.net/photos///2024/V/0/2/p/4387/403/811/2/w/1920/4387403811_6_3_1.jpg?ts=1707316406834', 'https://static.zara.net/photos///2024/V/0/2/p/4387/403/811/2/w/1920/4387403811_6_4_1.jpg?ts=1707316406109']"
EXTRA HEAVYWEIGHT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_1_1_1.jpg?ts=1707410677797', 'https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_2_1_1.jpg?ts=1707410677096', 'https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_2_2_1.jpg?ts=1707410678700', 'https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_2_3_1.jpg?ts=1707410675559', 'https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_2_4_1.jpg?ts=1707410677239', 'https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_2_5_1.jpg?ts=1707410677464', 'https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_2_6_1.jpg?ts=1707410679269', 'https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_6_1_1.jpg?ts=1707396809702', 'https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_6_2_1.jpg?ts=1707396809752', 'https://static.zara.net/photos///2024/V/0/2/p/4231/452/712/2/w/1920/4231452712_6_3_1.jpg?ts=1707396810112']"
STRIPED JACQUARD T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/0761/444/104/2/w/1920/0761444104_1_1_1.jpg?ts=1707397968695', 'https://static.zara.net/photos///2024/V/0/2/p/0761/444/104/2/w/1920/0761444104_2_1_1.jpg?ts=1707397969417', 'https://static.zara.net/photos///2024/V/0/2/p/0761/444/104/2/w/1920/0761444104_2_2_1.jpg?ts=1707397969631', 'https://static.zara.net/photos///2024/V/0/2/p/0761/444/104/2/w/1920/0761444104_2_3_1.jpg?ts=1707397968736', 'https://static.zara.net/photos///2024/V/0/2/p/0761/444/104/2/w/1920/0761444104_2_4_1.jpg?ts=1707397969433', 'https://static.zara.net/photos///2024/V/0/2/p/0761/444/104/2/w/1920/0761444104_6_1_1.jpg?ts=1707387434551', 'https://static.zara.net/photos///2024/V/0/2/p/0761/444/104/2/w/1920/0761444104_6_2_1.jpg?ts=1707387434511', 'https://static.zara.net/photos///2024/V/0/2/p/0761/444/104/2/w/1920/0761444104_6_3_1.jpg?ts=1707387439129']"
RIB TANK TOP,"['https://static.zara.net/photos///2024/V/0/1/p/4161/400/250/2/w/1920/4161400250_1_1_1.jpg?ts=1707410962449', 'https://static.zara.net/photos///2024/V/0/1/p/4161/400/250/2/w/1920/4161400250_2_1_1.jpg?ts=1707410961834', 'https://static.zara.net/photos///2024/V/0/1/p/4161/400/250/2/w/1920/4161400250_2_2_1.jpg?ts=1707410961247', 'https://static.zara.net/photos///2024/V/0/1/p/4161/400/250/2/w/1920/4161400250_2_3_1.jpg?ts=1707410961046', 'https://static.zara.net/photos///2024/V/0/1/p/4161/400/250/2/w/1920/4161400250_2_4_1.jpg?ts=1707410961592', 'https://static.zara.net/photos///2024/V/0/1/p/4161/400/250/2/w/1920/4161400250_2_5_1.jpg?ts=1707410962466', 'https://static.zara.net/photos///2024/V/0/2/p/4161/400/250/2/w/1920/4161400250_6_1_1.jpg?ts=1707387994220', 'https://static.zara.net/photos///2024/V/0/2/p/4161/400/250/2/w/1920/4161400250_6_2_1.jpg?ts=1707387775419', 'https://static.zara.net/photos///2024/V/0/2/p/4161/400/250/2/w/1920/4161400250_6_3_1.jpg?ts=1707387431826']"
MIXED PATCH T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/0679/401/251/2/w/1920/0679401251_1_1_1.jpg?ts=1704877922244', 'https://static.zara.net/photos///2024/V/0/2/p/0679/401/251/2/w/1920/0679401251_2_1_1.jpg?ts=1704877912020', 'https://static.zara.net/photos///2024/V/0/2/p/0679/401/251/2/w/1920/0679401251_2_2_1.jpg?ts=1704877925403', 'https://static.zara.net/photos///2024/V/0/2/p/0679/401/251/2/w/1920/0679401251_2_3_1.jpg?ts=1704877920883', 'https://static.zara.net/photos///2024/V/0/2/p/0679/401/251/2/w/1920/0679401251_2_4_1.jpg?ts=1704877925349', 'https://static.zara.net/photos///2024/V/0/1/p/0679/401/251/2/w/1920/0679401251_6_1_1.jpg?ts=1704793572674', 'https://static.zara.net/photos///2024/V/0/1/p/0679/401/251/2/w/1920/0679401251_6_2_1.jpg?ts=1704793572856', 'https://static.zara.net/photos///2024/V/0/1/p/0679/401/251/2/w/1920/0679401251_6_3_1.jpg?ts=1704793572920']"
TEXT PRINT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/6224/402/437/2/w/1920/6224402437_1_1_1.jpg?ts=1700212101108', 'https://static.zara.net/photos///2024/V/0/2/p/6224/402/437/2/w/1920/6224402437_2_1_1.jpg?ts=1700212101878', 'https://static.zara.net/photos///2024/V/0/2/p/6224/402/437/2/w/1920/6224402437_2_2_1.jpg?ts=1700212101941', 'https://static.zara.net/photos///2024/V/0/2/p/6224/402/437/2/w/1920/6224402437_2_3_1.jpg?ts=1700212100446', 'https://static.zara.net/photos///2024/V/0/2/p/6224/402/437/2/w/1920/6224402437_2_4_1.jpg?ts=1700212102246', 'https://static.zara.net/photos///2024/V/0/2/p/6224/402/437/2/w/1920/6224402437_6_1_1.jpg?ts=1700123651921', 'https://static.zara.net/photos///2024/V/0/2/p/6224/402/437/2/w/1920/6224402437_6_2_1.jpg?ts=1700123652233', 'https://static.zara.net/photos///2024/V/0/2/p/6224/402/437/2/w/1920/6224402437_6_3_1.jpg?ts=1700123653102']"
EMBROIDERED TEXT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/0679/400/803/2/w/1920/0679400803_1_1_1.jpg?ts=1701769353072', 'https://static.zara.net/photos///2024/V/0/2/p/0679/400/803/2/w/1920/0679400803_2_1_1.jpg?ts=1701769352865', 'https://static.zara.net/photos///2024/V/0/2/p/0679/400/803/2/w/1920/0679400803_2_2_1.jpg?ts=1701769352920', 'https://static.zara.net/photos///2024/V/0/2/p/0679/400/803/2/w/1920/0679400803_2_3_1.jpg?ts=1701769352842', 'https://static.zara.net/photos///2024/V/0/2/p/0679/400/803/2/w/1920/0679400803_6_1_1.jpg?ts=1699957530208', 'https://static.zara.net/photos///2024/V/0/2/p/0679/400/803/2/w/1920/0679400803_6_2_1.jpg?ts=1699957530645', 'https://static.zara.net/photos///2024/V/0/2/p/0679/400/803/2/w/1920/0679400803_6_3_1.jpg?ts=1699957531263']"
RELAXED FIT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/0722/404/807/2/w/1920/0722404807_1_1_1.jpg?ts=1707216679971', 'https://static.zara.net/photos///2024/V/0/2/p/0722/404/807/2/w/1920/0722404807_2_1_1.jpg?ts=1707216676939', 'https://static.zara.net/photos///2024/V/0/2/p/0722/404/807/2/w/1920/0722404807_2_2_1.jpg?ts=1707216677538', 'https://static.zara.net/photos///2024/V/0/2/p/0722/404/807/2/w/1920/0722404807_2_3_1.jpg?ts=1707216676810', 'https://static.zara.net/photos///2024/V/0/2/p/0722/404/807/2/w/1920/0722404807_2_4_1.jpg?ts=1707216678053', 'https://static.zara.net/photos///2024/V/0/2/p/0722/404/807/2/w/1920/0722404807_2_5_1.jpg?ts=1707216676137', 'https://static.zara.net/photos///2024/V/0/2/p/0722/404/807/2/w/1920/0722404807_6_1_1.jpg?ts=1704727704954', 'https://static.zara.net/photos///2024/V/0/2/p/0722/404/807/2/w/1920/0722404807_6_2_1.jpg?ts=1704727705035', 'https://static.zara.net/photos///2024/V/0/2/p/0722/404/807/2/w/1920/0722404807_6_3_1.jpg?ts=1704727705247']"
ABSTRACT PRINT TULLE T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/5644/403/811/2/w/1920/5644403811_2_1_1.jpg?ts=1705659289834', 'https://static.zara.net/photos///2024/V/0/1/p/5644/403/811/2/w/1920/5644403811_2_4_1.jpg?ts=1705664103130', 'https://static.zara.net/photos///2024/V/0/2/p/5644/403/811/2/w/1920/5644403811_1_1_1.jpg?ts=1705659289150', 'https://static.zara.net/photos///2024/V/0/2/p/5644/403/811/2/w/1920/5644403811_2_2_1.jpg?ts=1705659291018', 'https://static.zara.net/photos///2024/V/0/2/p/5644/403/811/2/w/1920/5644403811_2_3_1.jpg?ts=1705659289153', 'https://static.zara.net/photos///2024/V/0/2/p/5644/403/811/2/w/1920/5644403811_2_5_1.jpg?ts=1705659291170', 'https://static.zara.net/photos///2024/V/0/2/p/5644/403/811/2/w/1920/5644403811_6_1_1.jpg?ts=1705574229202', 'https://static.zara.net/photos///2024/V/0/2/p/5644/403/811/2/w/1920/5644403811_6_2_1.jpg?ts=1705574228907', 'https://static.zara.net/photos///2024/V/0/2/p/5644/403/811/2/w/1920/5644403811_6_3_1.jpg?ts=1705574231177']"
VINTAGE EFFECT PRINTED T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/1443/446/707/2/w/1920/1443446707_1_1_1.jpg?ts=1706260451351', 'https://static.zara.net/photos///2024/V/0/2/p/1443/446/707/2/w/1920/1443446707_2_1_1.jpg?ts=1706260453146', 'https://static.zara.net/photos///2024/V/0/2/p/1443/446/707/2/w/1920/1443446707_2_2_1.jpg?ts=1706260453270', 'https://static.zara.net/photos///2024/V/0/2/p/1443/446/707/2/w/1920/1443446707_2_3_1.jpg?ts=1706260451403', 'https://static.zara.net/photos///2024/V/0/2/p/1443/446/707/2/w/1920/1443446707_2_4_1.jpg?ts=1706260453911', 'https://static.zara.net/photos///2024/V/0/2/p/1443/446/707/2/w/1920/1443446707_2_5_1.jpg?ts=1706260453846', 'https://static.zara.net/photos///2024/V/0/2/p/1443/446/707/2/w/1920/1443446707_6_1_1.jpg?ts=1706009167308', 'https://static.zara.net/photos///2024/V/0/2/p/1443/446/707/2/w/1920/1443446707_6_2_1.jpg?ts=1706009167455', 'https://static.zara.net/photos///2024/V/0/2/p/1443/446/707/2/w/1920/1443446707_6_3_1.jpg?ts=1706009168551']"
STRETCH WORKOUT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/0761/419/800/2/w/1920/0761419800_1_1_1.jpg?ts=1704987546825', 'https://static.zara.net/photos///2024/V/0/2/p/0761/419/800/2/w/1920/0761419800_2_1_1.jpg?ts=1704987546860', 'https://static.zara.net/photos///2024/V/0/2/p/0761/419/800/2/w/1920/0761419800_2_2_1.jpg?ts=1704987547292', 'https://static.zara.net/photos///2024/V/0/2/p/0761/419/800/2/w/1920/0761419800_2_3_1.jpg?ts=1704987546814', 'https://static.zara.net/photos///2024/V/0/2/p/0761/419/800/2/w/1920/0761419800_2_4_1.jpg?ts=1704987546891', 'https://static.zara.net/photos///2024/V/0/2/p/0761/419/800/2/w/1920/0761419800_6_1_1.jpg?ts=1704357306732', 'https://static.zara.net/photos///2024/V/0/2/p/0761/419/800/2/w/1920/0761419800_6_2_1.jpg?ts=1704357306975', 'https://static.zara.net/photos///2024/V/0/2/p/0761/419/800/2/w/1920/0761419800_6_3_1.jpg?ts=1704357307280']"
TEXTURED KNIT T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/4805/400/712/2/w/1920/4805400712_1_1_1.jpg?ts=1705568499645', 'https://static.zara.net/photos///2024/V/0/2/p/4805/400/712/2/w/1920/4805400712_2_1_1.jpg?ts=1705568499626', 'https://static.zara.net/photos///2024/V/0/2/p/4805/400/712/2/w/1920/4805400712_2_2_1.jpg?ts=1705568499630', 'https://static.zara.net/photos///2024/V/0/2/p/4805/400/712/2/w/1920/4805400712_2_3_1.jpg?ts=1705568499659', 'https://static.zara.net/photos///2024/V/0/2/p/4805/400/712/2/w/1920/4805400712_2_4_1.jpg?ts=1705568500300', 'https://static.zara.net/photos///2024/V/0/1/p/4805/400/712/2/w/1920/4805400712_2_5_1.jpg?ts=1706532465530', 'https://static.zara.net/photos///2024/V/0/2/p/4805/400/712/2/w/1920/4805400712_2_6_1.jpg?ts=1705568499716', 'https://static.zara.net/photos///2024/V/0/2/p/4805/400/712/2/w/1920/4805400712_6_1_1.jpg?ts=1704457713776', 'https://static.zara.net/photos///2024/V/0/2/p/4805/400/712/2/w/1920/4805400712_6_2_1.jpg?ts=1704457713389', 'https://static.zara.net/photos///2024/V/0/2/p/4805/400/712/2/w/1920/4805400712_6_3_1.jpg?ts=1704457716730']"
REFLECTIVE PRINT TEXTURED T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/0765/382/250/2/w/1920/0765382250_6_1_1.jpg?ts=1707316404930', 'https://static.zara.net/photos///2024/V/0/2/p/0765/382/250/2/w/1920/0765382250_6_2_1.jpg?ts=1707316405003', 'https://static.zara.net/photos///2024/V/0/2/p/0765/382/250/2/w/1920/0765382250_6_3_1.jpg?ts=1707316406890', 'https://static.zara.net/photos///2024/V/0/2/p/0765/382/250/2/w/1920/0765382250_6_4_1.jpg?ts=1707316406344', 'https://static.zara.net/photos///2024/V/0/2/p/0765/382/250/2/w/1920/0765382250_6_5_1.jpg?ts=1707316406295']"
BASIC TRAINING T-SHIRT,"['https://static.zara.net/photos///2024/V/0/2/p/4387/402/822/2/w/1920/4387402822_1_1_1.jpg?ts=1701948089632', 'https://static.zara.net/photos///2024/V/0/2/p/4387/402/822/2/w/1920/4387402822_2_1_1.jpg?ts=1701948091324', 'https://static.zara.net/photos///2024/V/0/2/p/4387/402/822/2/w/1920/4387402822_2_2_1.jpg?ts=1701948090232', 'https://static.zara.net/photos///2024/V/0/2/p/4387/402/822/2/w/1920/4387402822_2_3_1.jpg?ts=1701948089691', 'https://static.zara.net/photos///2024/V/0/2/p/4387/402/822/2/w/1920/4387402822_2_4_1.jpg?ts=1701948091326', 'https://static.zara.net/photos///2024/V/0/2/p/4387/402/822/2/w/1920/4387402822_2_5_1.jpg?ts=1701948089999', 'https://static.zara.net/photos///2024/V/0/1/p/4387/402/822/2/w/1920/4387402822_6_1_1.jpg?ts=1701961985699', 'https://static.zara.net/photos///2024/V/0/1/p/4387/402/822/2/w/1920/4387402822_6_2_1.jpg?ts=1701961984884', 'https://static.zara.net/photos///2024/V/0/1/p/4387/402/822/2/w/1920/4387402822_6_3_1.jpg?ts=1701961985746', 'https://static.zara.net/photos///2024/V/0/2/p/4387/402/822/2/w/1920/4387402822_6_5_1.jpg?ts=1699446214111']"
